RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.0,24,0,35.0,0.0,3,0,0,0,0.0,0
0.100240886,39,0,0.4419018,4500.0,10,0,2,0,0.0,0
0.046162445,67,0,5732.0,,10,0,3,0,1.0,0
0.786344194,59,0,0.446610692,21080.0,15,0,2,0,0.0,0
0.993335555,51,0,0.295186194,1100.0,3,0,0,0,1.0,0
0.175782422,29,0,0.014419226,3744.0,4,0,0,0,0.0,0
0.437078146,55,0,0.503461006,2166.0,6,0,1,0,0.0,0
0.002039189,54,0,0.237556312,9100.0,8,0,1,0,2.0,0
0.026770414,41,0,0.409140848,4550.0,9,0,1,0,0.0,0
0.041599021,55,0,0.000147298,835040.0,8,0,0,0,0.0,0
0.013817344,49,1,0.396765878,4266.0,14,0,1,0,0.0,0
0.0,66,0,0.204052098,7600.0,6,0,1,0,3.0,0
0.019762638,75,0,486.0,0.0,6,0,0,0,0.0,0
0.851029794,27,1,1020.0,,8,0,0,0,3.0,0
0.21742443,66,0,0.235344532,5833.0,12,0,0,0,1.0,0
0.0,70,0,0.0,2500.0,1,0,0,0,0.0,0
0.024534818,45,0,0.282101549,5100.0,4,0,1,0,0.0,0
0.047175912,46,0,0.254593176,8000.0,10,0,2,0,3.0,0
0.345648321,62,0,0.371518355,7000.0,13,0,1,0,1.0,0
0.027574583,64,0,4061.0,,11,0,3,0,2.0,0
0.480249139,30,5,0.44939577,2647.0,14,0,1,0,0.0,1
0.109565965,34,0,0.075966851,5791.0,5,0,0,0,0.0,0
0.045374074,56,0,0.385968341,5116.0,4,0,1,0,0.0,0
0.01337392,54,0,0.129181084,2600.0,12,0,0,0,1.0,0
0.036192761,26,0,5.0,,2,0,0,0,,0
0.075022023,48,0,0.278307612,5766.0,13,0,2,0,1.0,1
0.015926694,86,0,13.0,,6,0,0,0,,0
0.115447549,47,0,0.022637014,2517.0,4,0,0,0,0.0,0
0.0,32,0,0.444061962,6390.0,4,0,2,0,0.0,0
0.010225747,89,0,0.076452599,4250.0,10,0,2,0,0.0,0
0.488767004,51,0,0.358948722,7000.0,11,0,0,0,3.0,0
0.566539055,28,0,0.580916031,1309.0,6,0,0,0,0.0,0
0.091988091,77,0,369.0,,8,0,0,0,0.0,0
0.847967329,35,0,17.17821782,100.0,8,0,0,0,0.0,0
0.004070724,75,0,0.002039152,2451.0,5,0,0,0,0.0,0
0.270042715,68,0,0.397923111,4525.0,9,0,1,0,0.0,0
0.355629612,55,2,0.249791319,9583.0,6,0,2,0,1.0,0
0.68358543,62,0,0.23719827,14333.0,16,0,3,0,0.0,0
0.684281127,46,0,0.278181455,15000.0,13,0,2,0,0.0,0
0.86155976,59,0,0.116463737,5666.0,4,0,0,0,1.0,0
0.0,79,0,0.51856018,8000.0,9,0,1,0,0.0,0
0.029586362,37,0,0.422097156,3375.0,11,0,3,0,1.0,0
0.174436511,61,0,0.704053304,7203.0,7,0,1,0,0.0,0
0.008759097,67,0,2504.0,,12,0,2,0,0.0,0
0.098284692,30,0,0.450387051,1420.0,7,0,0,0,0.0,0
0.002302891,61,0,2174.0,,6,0,1,0,0.0,0
0.477798755,28,0,0.272402713,2800.0,5,0,0,0,2.0,0
0.165922272,30,0,2251.0,,11,0,2,0,0.0,0
0.11227237,54,0,0.318268173,10000.0,12,0,2,0,0.0,0
0.032654667,67,0,29.0,,4,0,0,0,,0
0.29121772,40,4,4254.0,,13,0,3,0,2.0,0
0.082861143,36,1,0.064527142,2928.0,2,0,0,0,1.0,0
0.9999999,38,2,53.0,,2,0,0,0,0.0,0
0.168080338,48,0,0.351945854,6500.0,11,0,2,0,3.0,0
0.014772044,87,0,0.007993441,4878.0,12,0,0,0,0.0,0
0.542812768,47,0,0.706597613,4440.0,10,0,1,0,3.0,1
0.15329643,36,0,0.259674033,10000.0,11,0,1,0,1.0,0
0.9999999,48,1,0.42785114,4164.0,7,0,2,0,2.0,0
0.959760015,60,0,0.218668276,4970.0,3,0,0,0,0.0,0
0.284273309,57,0,0.217627762,11583.0,3,0,1,0,3.0,0
0.201966339,38,0,1314.5,1.0,5,0,1,0,2.0,0
0.285204757,45,1,0.851429714,5000.0,10,0,2,0,1.0,0
0.738596446,58,0,1.966292135,800.0,8,0,1,0,0.0,0
0.0,23,0,0.0,898.0,2,0,0,0,0.0,0
0.551858922,32,0,4633.0,,6,0,3,0,2.0,0
0.995950101,53,0,0.421786702,8316.0,3,0,1,0,0.0,1
0.542078132,41,0,0.606435194,5500.0,10,0,2,0,0.0,0
0.92118416,52,3,1334.0,,6,0,0,2,0.0,0
0.015720839,87,0,0.002464403,3651.0,6,0,0,0,0.0,1
0.469712803,51,0,1758.0,,6,0,1,0,2.0,0
0.159627135,57,0,0.27504056,11710.0,18,0,1,0,0.0,0
0.937242798,65,0,0.662911612,1153.0,6,0,1,0,0.0,0
0.043173461,56,1,0.155514536,4333.0,9,0,1,0,1.0,1
0.0,70,0,0.010757137,2416.0,11,0,0,0,0.0,0
0.021459977,38,0,1.149528706,2333.0,10,0,2,0,1.0,0
0.001223926,53,0,0.211002026,6416.0,8,0,1,0,3.0,0
0.407724337,69,0,0.313948205,2200.0,7,0,0,0,0.0,0
0.671535643,54,0,0.653421442,11500.0,16,0,2,0,4.0,1
0.667656434,63,0,0.215905127,5733.0,7,0,0,0,0.0,0
0.403263869,54,1,0.293024696,12916.0,8,0,1,0,0.0,0
0.217267084,48,0,3843.0,,13,0,1,0,0.0,0
0.017667696,92,1,0.135820532,4100.0,5,0,0,0,0.0,0
0.124721351,65,0,0.221459982,5684.0,12,0,1,0,0.0,0
0.9999999,35,1,0.900911497,3400.0,6,0,2,0,0.0,1
0.155427143,50,0,0.364393939,5279.0,18,0,0,0,1.0,0
0.117250231,54,0,0.333525678,1732.0,6,0,1,0,0.0,0
0.071421865,51,0,0.103843947,12200.0,8,0,1,0,2.0,0
0.61342054,38,0,0.406455298,3500.0,11,0,0,0,3.0,0
0.051782016,53,0,0.009349955,2245.0,3,0,0,0,0.0,0
0.919858483,56,0,0.524492234,2510.0,18,0,1,0,0.0,0
0.9999999,58,2,0.303657829,5166.0,2,0,1,0,0.0,0
0.553630913,22,0,0.025806452,929.0,2,0,0,0,0.0,0
0.130749452,27,0,0.088916563,4014.0,2,1,0,0,0.0,0
0.0,44,0,0.0,1833.0,6,0,0,0,1.0,0
0.9999999,34,1,0.132746901,2500.0,3,0,0,0,1.0,0
0.0,77,0,0.0,0.0,3,0,0,0,0.0,0
0.84717608,23,1,0.003997716,1750.0,1,0,0,0,0.0,1
0.9999999,35,0,0.559466667,1874.0,2,0,1,1,1.0,0
0.142696511,51,0,1.155922039,2000.0,10,0,2,0,0.0,0
0.0,33,0,0.508375819,5491.0,11,0,2,0,0.0,0
0.046289668,54,1,0.352760736,5541.0,16,0,2,0,0.0,0
0.739574034,36,0,0.642796103,5850.0,7,1,1,0,0.0,0
0.101081142,40,0,2541.0,,8,0,2,0,0.0,0
0.02551949,68,0,1551.0,,8,0,1,0,0.0,0
0.299898776,29,0,0.43818596,4828.0,11,1,1,0,1.0,0
0.323301475,50,0,0.264797314,16083.0,7,0,2,0,0.0,0
0.209954672,68,0,0.513371657,4000.0,14,0,1,0,0.0,0
0.22199962,46,0,0.417752548,7750.0,8,0,2,0,2.0,0
0.094318791,62,0,0.462507499,5000.0,8,0,1,0,0.0,0
0.030933616,58,0,0.008618128,3364.0,2,0,0,0,0.0,0
0.112864385,58,0,1995.0,,11,0,2,0,0.0,0
0.0190807,45,0,0.453874945,9083.0,6,0,1,0,2.0,0
0.195644928,32,0,0.035327445,6000.0,3,0,0,0,0.0,0
0.9999999,22,3,0.162918541,2000.0,3,1,0,0,1.0,0
0.590419049,50,0,0.611760986,3162.0,8,0,2,0,0.0,0
1.043912176,31,1,0.153711572,4000.0,4,2,0,0,4.0,0
0.022336309,25,0,0.442630185,4531.0,7,0,1,0,0.0,0
0.324539653,46,0,1887.0,,6,0,1,0,3.0,0
0.688629504,56,1,0.498662591,7850.0,14,0,2,0,2.0,0
0.004831425,62,0,0.205622696,11666.0,13,0,1,0,0.0,0
0.09310959,45,0,0.332111315,6000.0,5,0,1,0,5.0,0
0.000812449,46,0,0.188362328,3333.0,8,0,1,0,0.0,0
0.236718216,82,0,0.527490699,7256.0,25,0,1,0,0.0,0
0.0,53,0,0.198218263,1795.0,8,0,0,0,2.0,0
0.0,50,0,0.0,1916.0,3,0,0,0,0.0,0
0.058798738,66,0,0.036043147,3800.0,8,0,0,0,0.0,0
0.060616509,27,0,27.0,,3,0,0,0,0.0,0
0.033708851,41,0,0.408706353,6500.0,9,0,1,0,2.0,0
0.0,70,0,0.220702838,6800.0,6,0,1,0,1.0,0
0.658039032,60,0,0.307669233,10000.0,8,0,1,0,0.0,0
0.407706114,65,0,0.095255408,5500.0,4,0,0,0,0.0,0
0.072027615,70,0,0.558229066,4155.0,18,0,1,0,0.0,0
0.9999999,33,0,0.47050983,3000.0,5,0,1,0,3.0,0
0.356322788,60,3,1422.0,,10,0,2,0,0.0,1
0.354659792,67,0,1297.0,,7,0,0,0,0.0,0
0.018381237,73,0,0.482313134,3250.0,11,0,1,0,1.0,0
0.102746535,70,0,0.223490943,19266.0,15,0,2,0,1.0,0
1.851254132,39,0,1.041999687,6380.0,10,0,2,0,0.0,0
0.064717855,81,0,0.104965012,3000.0,5,0,0,0,0.0,0
0.943032397,63,0,0.639556152,8200.0,20,0,2,0,0.0,0
0.017999507,60,0,427.0,,7,0,1,0,,0
0.891108891,35,0,0.317105263,3799.0,4,0,1,0,2.0,0
0.068959794,60,0,0.381348511,2283.0,8,0,0,0,1.0,0
0.021913178,48,0,0.19837355,7500.0,7,0,1,0,1.0,1
0.052475979,70,0,0.014394242,2500.0,10,0,0,0,0.0,0
0.64411801,29,0,0.524495101,5000.0,9,0,2,0,0.0,0
0.000564693,68,0,466.0,,6,0,0,0,0.0,0
0.329245535,67,0,0.255866554,3536.0,7,0,3,0,0.0,0
0.064028908,46,0,0.24062075,12500.0,15,0,1,0,0.0,0
0.414352366,30,2,0.029506438,1863.0,3,0,0,0,0.0,1
0.00494161,78,0,0.469360568,2251.0,15,0,1,0,0.0,0
0.311716542,51,4,0.464680142,4798.0,10,0,1,0,1.0,0
0.080634898,48,0,0.131345763,10833.0,5,0,2,0,4.0,0
0.368911082,58,0,0.658709937,7456.0,16,0,1,0,1.0,0
0.878671775,38,1,0.175058924,4666.0,4,2,0,5,0.0,0
0.137471823,46,0,0.685682575,4504.0,13,0,3,0,1.0,0
0.901475488,32,1,0.045795171,1200.0,2,0,0,0,1.0,0
0.101446335,47,0,105.0,,2,0,0,0,0.0,0
0.197312538,42,0,0.160147889,15416.0,6,0,1,0,1.0,0
0.024716822,44,0,0.210775607,5066.0,12,0,1,0,0.0,0
0.906381727,50,0,5317.0,,16,0,2,0,2.0,0
0.090336571,84,0,0.024665402,19500.0,17,0,0,0,0.0,0
0.0,24,0,0.006283919,3500.0,4,0,0,1,2.0,0
0.429736694,39,3,3359.0,,14,0,2,0,0.0,0
0.483379297,47,0,0.541908276,5690.0,14,0,2,0,2.0,0
1.016474588,44,1,0.184951395,7920.0,3,0,0,0,1.0,0
0.354754272,67,0,1815.0,,9,0,1,0,0.0,0
0.387164903,62,0,0.467677425,10750.0,14,0,2,0,0.0,0
0.430000604,41,0,0.486051395,10000.0,15,0,2,0,0.0,0
0.505072569,41,0,0.2413212,8900.0,9,0,1,0,3.0,0
0.899431733,66,0,0.480241588,5794.0,8,0,2,0,0.0,0
0.9999999,51,0,0.081263416,3260.0,1,0,0,0,1.0,0
0.014291814,46,0,18.0,,8,0,0,0,0.0,0
0.066891663,51,0,0.065352872,5936.0,4,0,0,0,0.0,0
0.9999999,33,0,1.087982404,5000.0,5,0,4,0,0.0,0
0.325568107,73,0,0.133236152,6859.0,8,0,1,0,0.0,0
0.011471816,68,0,0.151056596,15000.0,6,0,1,0,0.0,0
0.909882486,60,0,0.378929686,4166.0,9,0,0,0,0.0,1
0.001634106,63,0,0.07648088,4000.0,7,0,0,0,0.0,0
0.020361295,64,0,0.08885116,5300.0,9,0,1,0,0.0,0
0.9999999,47,3,0.259990133,2026.0,3,0,0,1,0.0,0
0.033746918,65,0,2347.0,,6,0,1,0,0.0,0
0.060921923,66,0,0.014508656,8201.0,16,0,0,0,1.0,0
0.061746191,45,0,0.265978722,12500.0,21,0,1,0,2.0,0
0.282346679,44,0,0.301960341,17700.0,6,0,2,0,2.0,0
0.182064247,51,0,290.0,,6,0,0,0,0.0,0
0.033720349,58,0,0.139297848,2648.0,6,0,0,0,0.0,0
0.0,55,0,1471.0,,6,0,1,0,0.0,0
0.411458854,62,0,0.328678206,5083.0,7,0,2,0,1.0,0
0.646471624,57,2,0.657375346,5775.0,15,1,0,1,1.0,0
0.0,48,0,0.286639368,10500.0,11,0,2,0,0.0,0
0.067627122,43,0,0.018777796,6070.0,7,0,0,0,2.0,0
0.022145923,63,0,135.0,0.0,7,0,0,0,0.0,0
0.29753342,52,0,0.496484924,6400.0,7,0,3,0,1.0,0
0.279617729,59,2,0.15028584,9095.0,6,0,1,0,1.0,0
0.029613107,23,0,0.002143367,4198.0,5,0,0,0,0.0,0
0.870782304,37,1,1000.0,,4,1,0,1,0.0,0
0.029877646,69,0,0.386485089,5800.0,11,0,2,0,0.0,0
0.338150113,41,1,0.463452566,4500.0,9,0,1,0,3.0,0
0.208121827,36,0,0.442980463,2200.0,5,1,0,1,2.0,1
0.085718894,56,0,0.103249375,5200.0,5,0,1,0,0.0,0
0.600756051,45,0,323.0,,6,0,0,0,0.0,0
0.031785904,39,0,19.0,,8,0,0,0,0.0,0
0.311646014,62,0,0.284895347,7500.0,10,0,1,0,0.0,0
0.006706083,41,0,1.061787642,1666.0,7,0,2,0,2.0,0
0.222515877,38,0,0.295745921,3431.0,5,0,0,0,1.0,0
0.9999999,39,2,0.453234358,4714.0,5,0,1,0,3.0,0
0.545914263,26,0,0.563575791,1800.0,6,0,1,0,0.0,1
0.824903531,41,2,0.5592034,12000.0,8,0,3,0,3.0,0
0.034403523,39,0,0.138272066,5358.0,10,0,0,0,2.0,0
0.038134516,58,0,0.146308949,6000.0,9,0,0,0,0.0,0
1.025750603,61,3,0.336665334,2500.0,8,1,0,1,0.0,1
0.995952702,34,1,0.398240704,2500.0,7,0,0,0,2.0,0
0.14344422,75,0,0.257297995,18600.0,13,0,2,0,1.0,0
0.207642513,62,0,0.191280872,10000.0,6,0,1,0,1.0,0
0.379389659,61,0,0.487477459,4990.0,25,0,1,0,1.0,0
0.166365974,63,0,0.457158728,7200.0,8,0,1,0,0.0,0
0.91830129,56,0,0.336536859,18000.0,12,0,2,0,0.0,0
0.06432778,79,0,0.014384858,7924.0,8,0,0,0,0.0,0
0.9999999,61,0,6.044520548,583.0,3,0,2,0,0.0,0
0.169865984,59,0,0.404449444,8000.0,8,0,3,0,3.0,0
0.522353914,64,0,1.167073984,4500.0,20,0,3,0,0.0,0
0.499250375,29,0,0.136433219,5225.0,2,0,0,0,0.0,0
0.122221498,33,0,0.242651657,3197.0,7,0,0,0,0.0,1
0.0,38,0,0.274793201,11000.0,6,0,1,0,3.0,0
0.137492534,67,0,1.051082033,3973.0,19,0,5,0,0.0,0
0.914208122,28,0,0.281776913,3083.0,4,2,0,1,0.0,1
0.9999999,78,0,179.0,,1,0,0,0,0.0,0
0.046947653,82,0,28.0,,1,0,0,0,,0
0.91606587,61,0,0.248675584,19064.0,9,0,0,0,0.0,0
0.0,36,0,0.230923026,3000.0,3,0,0,0,4.0,0
0.240717286,26,0,0.163480188,3608.0,5,0,0,0,0.0,0
0.121646392,48,0,1262.0,,7,0,1,0,,0
0.052654408,68,0,0.279814385,10774.0,13,0,3,0,1.0,0
0.10961696,47,0,0.126413648,10433.0,5,0,1,0,0.0,0
0.146107157,40,0,0.266479225,3200.0,6,0,0,0,1.0,0
0.066170132,60,0,0.385885151,14296.0,7,0,3,0,1.0,0
0.082141229,38,0,0.068158432,69000.0,8,0,2,0,0.0,0
0.460397868,47,0,0.334896811,7461.0,22,0,4,0,1.0,0
0.007401387,70,0,0.22814725,6600.0,7,0,1,0,0.0,0
0.407647743,52,0,0.936376782,4840.0,15,0,2,0,2.0,0
0.094938384,57,0,0.236189285,4796.0,7,0,1,0,1.0,0
0.205691429,37,0,0.25077698,9330.0,12,0,1,0,2.0,0
0.279796941,39,0,0.123905287,3082.0,4,0,0,0,3.0,0
0.659006779,50,0,0.564160685,7940.0,10,0,3,0,2.0,0
0.288780526,47,2,2930.5,1.0,12,0,2,0,1.0,0
0.9999999,50,0,0.706862092,1500.0,7,0,0,0,0.0,0
0.185349546,77,0,1468.0,,7,0,1,0,0.0,0
0.009999882,57,0,0.224987501,18000.0,11,0,1,0,1.0,0
0.577884423,54,1,0.342705405,3200.0,3,0,1,0,0.0,0
0.494226328,55,1,0.134166325,9763.0,10,0,0,0,1.0,0
0.033766149,54,0,0.162588498,8050.0,10,0,1,0,2.0,0
0.014607346,58,0,0.121344035,7350.0,11,0,1,0,3.0,0
0.181636727,23,0,0.0009995,2000.0,2,0,0,0,0.0,0
0.015012759,72,0,0.079040226,4250.0,18,0,1,0,1.0,0
0.526436298,32,0,0.461886496,10166.0,13,0,2,0,3.0,0
0.126115638,31,0,0.294429708,7916.0,10,0,2,0,1.0,0
0.202477032,48,0,0.235626562,9200.0,10,0,1,0,0.0,0
0.0,34,0,259.0,,4,0,0,0,0.0,0
0.255077604,54,0,0.284821986,1600.0,7,0,0,0,1.0,0
0.14631469,51,0,1066.0,1.0,12,0,2,0,2.0,0
0.027231665,63,0,31.0,0.0,3,0,0,0,0.0,0
0.312358352,64,0,0.437234632,10833.0,8,0,1,0,0.0,0
0.121496151,71,0,0.612253642,2333.0,20,0,0,0,0.0,0
0.024137141,45,0,0.251222041,6750.0,15,0,1,0,2.0,0
0.059884369,62,0,156.0,,5,0,0,0,0.0,0
0.083330688,79,0,0.01028481,7583.0,3,0,0,0,0.0,0
0.500893502,41,0,0.379260751,6952.0,11,0,2,0,2.0,0
0.106573338,51,0,0.266293483,2500.0,4,0,0,0,0.0,0
0.011725384,84,0,24.0,,9,0,0,0,0.0,0
0.402283095,60,0,0.379442065,8638.0,10,0,1,0,0.0,0
0.79070155,47,0,1.085971343,3000.0,8,0,1,0,0.0,0
0.000765214,73,0,0.000369208,5416.0,11,0,0,0,1.0,0
0.014244607,84,0,0.2197982,11000.0,7,0,1,0,0.0,0
1.44795539,27,1,954.0,,4,3,0,1,0.0,1
0.067267706,41,1,1499.0,,10,0,1,0,0.0,0
0.987817492,29,0,2696.0,,5,0,2,0,0.0,0
0.392777498,52,0,0.392321536,5000.0,5,0,1,0,1.0,0
0.050233664,55,0,0.150570521,8500.0,6,0,1,0,2.0,0
0.350164984,40,0,0.560058594,2047.0,5,0,1,0,5.0,0
0.594183741,38,0,0.155352068,3166.0,9,0,0,0,2.0,0
0.003197745,45,0,0.323035393,3333.0,5,0,1,0,0.0,0
0.095559879,68,0,84.0,,4,0,0,0,0.0,0
0.050312168,41,0,0.117403672,11600.0,4,0,1,0,3.0,0
0.072206176,24,0,529.0,,3,0,0,0,0.0,0
0.072780816,28,0,0.713821545,4000.0,13,0,3,0,0.0,0
0.007499531,57,0,0.26074785,5000.0,5,0,1,0,3.0,0
0.339503567,89,1,0.549380248,2500.0,9,3,0,1,0.0,1
0.045178057,35,1,0.086289042,17000.0,9,0,0,0,0.0,0
0.557809064,48,0,0.389697262,14500.0,13,0,2,0,3.0,0
0.082344121,65,0,4432.0,,20,0,2,0,0.0,0
0.476149672,30,1,0.101424106,2878.0,4,0,0,0,0.0,0
0.156301681,31,0,0.044898739,5233.0,6,0,0,0,1.0,0
0.9999999,81,0,0.001363327,4400.0,2,0,0,0,0.0,0
0.052243196,54,0,0.005381332,5388.0,2,0,0,0,1.0,0
0.00242967,58,0,0.279786702,6000.0,17,0,2,0,0.0,0
0.141188966,37,0,0.596839219,6200.0,22,0,2,0,1.0,0
0.031470541,59,0,1319.0,,8,0,1,0,0.0,0
0.204435358,56,1,0.453848717,3000.0,12,0,2,0,2.0,0
0.081934988,40,0,0.339295634,9000.0,9,0,2,0,0.0,0
0.10149812,59,1,0.091863517,8000.0,12,0,0,0,0.0,0
0.207546642,45,0,0.320984866,4426.0,6,0,1,0,3.0,0
0.019484034,61,0,0.003770998,5833.0,4,0,0,0,1.0,0
0.666345401,39,3,0.772498743,3977.0,11,1,1,0,1.0,0
0.233553289,39,0,0.016738403,2090.0,1,0,0,0,2.0,0
0.090577008,59,0,0.2892728,7466.0,17,0,2,0,1.0,0
0.0,57,0,0.060046189,3463.0,4,0,0,0,0.0,0
0.145677086,55,0,0.424715057,5000.0,8,0,1,0,0.0,0
0.066507511,65,0,2748.0,,7,0,1,0,1.0,0
0.084130516,69,0,0.014497584,6000.0,3,0,0,0,0.0,0
0.031837062,65,0,808.0,,10,0,2,0,0.0,0
0.006061436,71,0,0.001002406,4987.0,8,0,0,0,0.0,0
0.003012206,48,0,0.001222086,9000.0,11,0,0,0,0.0,0
0.034217675,50,3,1.141239174,1500.0,8,0,1,0,2.0,0
0.325960764,44,0,0.349460216,2500.0,15,0,0,0,2.0,0
0.100888102,57,0,0.661067115,12500.0,20,0,2,0,0.0,0
0.965894117,61,0,0.264567984,8957.0,7,0,2,0,2.0,0
0.30677812,58,0,0.380873042,3000.0,5,0,0,0,1.0,0
0.701484501,60,0,0.096361569,10553.0,2,0,1,0,1.0,0
0.030991119,61,0,0.225059952,8339.0,14,0,1,0,1.0,0
0.780243951,49,0,3727.0,,5,0,2,0,2.0,0
0.540110227,76,1,0.604207246,2566.0,10,0,0,0,0.0,0
0.109533914,44,0,0.175018333,45000.0,9,0,2,0,4.0,0
0.301769823,66,0,0.28052387,7100.0,5,0,1,0,1.0,0
0.5798178,63,0,0.119355426,10983.0,14,0,0,0,0.0,0
0.052494615,63,0,0.113633199,7180.0,21,0,0,0,0.0,0
0.034850009,29,0,204.0,,8,0,0,0,0.0,0
0.062138757,62,1,0.099790882,11954.0,7,0,1,0,0.0,0
0.0,69,0,0.033322226,3000.0,12,0,0,0,0.0,0
0.120809489,57,0,0.217049033,8891.0,9,0,2,0,2.0,0
0.784729474,57,0,0.129941001,70000.0,11,0,2,0,2.0,0
0.349482526,35,0,0.471752825,10000.0,6,0,1,0,0.0,0
0.0999001,22,0,0.00487013,615.0,3,0,0,0,0.0,0
0.435904273,43,0,0.353206239,5769.0,5,0,1,0,0.0,0
0.156456236,33,0,0.025026814,2796.0,2,0,0,0,0.0,0
0.008303608,83,0,4.0,,10,0,0,0,0.0,0
0.138893154,40,1,0.679182404,4500.0,14,0,1,0,2.0,0
0.9999999,57,0,1809.0,,3,0,2,0,0.0,0
0.9999999,43,1,0.271505376,7439.0,7,0,1,0,4.0,0
0.116687105,48,0,0.267779839,4850.0,6,0,0,0,0.0,0
1.029496313,41,0,0.431526686,4833.0,9,0,2,0,0.0,0
0.898809185,56,0,0.402694453,9500.0,11,0,1,0,2.0,0
0.001849908,61,0,1980.0,,6,0,1,0,0.0,0
0.028988886,75,0,0.248786061,3500.0,7,0,0,0,0.0,0
0.366142075,53,0,5.766763848,2400.0,12,0,1,0,0.0,0
0.158857768,39,0,0.401558594,6800.0,8,0,1,0,2.0,0
0.540956611,63,0,0.42294726,17500.0,19,0,2,0,1.0,0
0.070660522,45,0,1387.0,,3,0,1,0,0.0,0
0.893084572,81,1,0.198708602,4800.0,13,0,0,0,0.0,0
0.9999999,60,0,0.0,4100.0,1,0,0,0,0.0,0
0.147996105,55,0,2549.0,,5,0,2,0,0.0,0
0.301813252,30,1,0.533119086,5600.0,11,0,1,0,3.0,1
0.130986901,84,0,760.0,,3,0,1,0,0.0,0
0.035135877,78,0,0.176455886,4000.0,6,0,0,0,0.0,0
0.42055201,44,0,0.425398001,2700.0,9,0,0,0,1.0,0
0.208063355,38,0,0.371925615,5000.0,10,0,0,0,0.0,0
0.010603218,50,0,0.196610883,9500.0,22,0,1,0,4.0,0
0.109639441,53,0,0.931534233,2000.0,15,0,1,0,0.0,0
0.181204699,25,1,0.710906702,760.0,6,0,0,1,0.0,0
0.012129216,64,0,119.0,,9,0,0,0,0.0,0
0.056494351,40,0,0.085782843,3333.0,2,0,0,0,0.0,0
0.002167732,77,0,0.000476145,10500.0,10,0,0,0,0.0,0
0.057647075,77,0,628.0,,7,0,1,0,0.0,0
0.219901796,74,0,0.51996257,3205.0,13,0,1,0,0.0,0
0.0,40,1,0.144798042,8169.0,9,0,0,0,1.0,0
1.01032989,62,0,0.230145371,6534.0,6,0,1,0,0.0,0
0.008652175,44,0,7065.5,1.0,13,0,3,0,3.0,0
0.727640663,47,0,0.546035684,10480.0,5,0,3,0,5.0,0
0.021552814,65,0,0.229328366,9662.0,19,0,1,0,0.0,0
0.216769912,35,0,0.337066293,10000.0,15,0,2,0,3.0,0
0.9999999,33,0,1786.0,,3,0,1,0,0.0,0
0.9999999,63,0,0.620590353,4166.0,8,0,2,0,1.0,0
2.158596491,61,0,0.591755115,6500.0,12,0,2,0,0.0,0
0.009447624,83,0,4.0,,4,0,0,0,0.0,0
0.9999999,60,0,0.353640894,6220.0,3,0,1,0,0.0,0
0.514217946,54,0,0.135020099,4228.0,6,0,0,0,0.0,0
0.032815456,40,0,1.281997919,960.0,10,0,1,0,2.0,0
0.9999999,56,0,3050.0,,6,0,2,0,0.0,0
0.0,42,1,0.287624272,5833.0,8,0,2,0,3.0,0
0.004746282,54,0,0.446452605,5200.0,11,0,2,0,0.0,0
0.9999999,62,0,0.391387928,2600.0,1,3,0,0,1.0,0
0.176309248,47,0,0.072255078,35000.0,11,0,1,0,1.0,0
0.106581835,55,1,0.261621622,4624.0,9,0,2,0,0.0,0
0.011332647,32,0,0.195893698,11250.0,6,0,1,0,0.0,0
0.087792864,70,0,0.236822146,5273.0,16,0,1,0,0.0,0
0.9999999,35,1,0.117576485,5000.0,5,2,0,1,0.0,0
0.0,29,0,198.0,,3,0,0,0,0.0,0
0.0,44,0,0.0,9500.0,6,0,0,0,1.0,0
0.353262276,31,0,0.595917517,4800.0,12,0,1,0,1.0,0
0.048826831,82,0,141.0,,11,0,0,0,0.0,0
0.046471238,50,0,29.0,,5,0,0,0,1.0,0
0.072953046,54,0,0.176700783,9965.0,6,0,1,0,0.0,0
0.697232569,48,0,1.239458779,3177.0,6,0,2,0,3.0,0
0.017087733,60,0,1411.0,0.0,5,0,1,0,1.0,0
0.0,50,0,3245.0,,8,1,1,0,0.0,0
0.499873424,38,3,0.627945727,4200.0,6,0,1,0,2.0,0
0.026703191,56,0,0.00349965,10000.0,7,0,0,0,0.0,0
0.043397621,67,0,0.22264475,8151.0,8,0,1,0,1.0,0
0.071727782,66,0,432.0,,7,1,0,0,0.0,0
0.043650575,58,0,1558.0,,4,0,2,0,0.0,0
0.01206687,82,0,0.008997751,4000.0,10,0,0,0,0.0,0
0.991471253,59,2,0.274056416,12584.0,14,0,1,1,0.0,1
0.003706568,29,0,262.0,0.0,4,0,0,0,0.0,0
0.418401033,57,0,0.382026091,12417.0,17,0,2,0,0.0,0
0.129823265,46,0,0.71451983,3050.0,16,0,3,0,2.0,0
0.036750603,73,0,47.0,,7,0,0,0,0.0,0
0.014140837,54,0,2949.0,,4,0,1,0,,0
0.383855456,35,0,4834.0,0.0,14,0,1,0,1.0,0
0.998287671,62,1,0.002329086,7298.0,1,0,0,0,4.0,0
0.406711539,49,2,0.675505325,4600.0,19,0,2,0,1.0,0
